Date,Country_Region,Population,New_Confirmed_Cases,Remaining_Confirmed_Cases,Total_Confirmed_Cases,New_Recovered_Cases,Total_Recovered_Cases,New_Fatalities,Total_Fatalities
2020-01-22,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-23,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-24,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-25,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-26,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-27,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-28,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-29,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-30,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-01-31,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-01,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-02,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-03,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-04,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-05,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-06,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-07,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-08,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-09,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-10,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-11,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-12,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-13,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-14,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-15,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-16,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-17,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-18,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-19,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-20,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-21,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-22,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-23,Afghanistan,37172386.0,0,0,0,0,0,0,0
2020-02-24,Afghanistan,37172386.0,1,1,1,0,0,0,0
2020-02-25,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-02-26,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-02-27,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-02-28,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-02-29,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-01,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-02,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-03,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-04,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-05,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-06,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-07,Afghanistan,37172386.0,0,1,1,0,0,0,0
2020-03-08,Afghanistan,37172386.0,3,4,4,0,0,0,0
2020-03-09,Afghanistan,37172386.0,0,4,4,0,0,0,0
2020-03-10,Afghanistan,37172386.0,1,5,5,0,0,0,0
2020-03-11,Afghanistan,37172386.0,2,7,7,0,0,0,0
2020-03-12,Afghanistan,37172386.0,0,7,7,0,0,0,0
2020-03-13,Afghanistan,37172386.0,0,7,7,0,0,0,0
2020-03-14,Afghanistan,37172386.0,4,11,11,0,0,0,0
2020-03-15,Afghanistan,37172386.0,5,16,16,0,0,0,0
2020-03-16,Afghanistan,37172386.0,5,20,21,1,1,0,0
2020-03-17,Afghanistan,37172386.0,1,21,22,0,1,0,0
2020-03-18,Afghanistan,37172386.0,0,21,22,0,1,0,0
2020-03-19,Afghanistan,37172386.0,0,21,22,0,1,0,0
2020-03-20,Afghanistan,37172386.0,2,23,24,0,1,0,0
2020-03-21,Afghanistan,37172386.0,0,23,24,0,1,0,0
2020-03-22,Afghanistan,37172386.0,16,38,40,0,1,1,1
2020-03-23,Afghanistan,37172386.0,0,38,40,0,1,0,1
2020-03-24,Afghanistan,37172386.0,34,72,74,0,1,0,1
2020-03-25,Afghanistan,37172386.0,10,80,84,1,2,1,2
2020-03-26,Afghanistan,37172386.0,10,88,94,0,2,2,4
2020-03-27,Afghanistan,37172386.0,16,104,110,0,2,0,4
2020-03-28,Afghanistan,37172386.0,0,104,110,0,2,0,4
2020-03-29,Afghanistan,37172386.0,10,114,120,0,2,0,4
2020-03-30,Afghanistan,37172386.0,50,164,170,0,2,0,4
2020-03-31,Afghanistan,37172386.0,4,165,174,3,5,0,4
2020-04-01,Afghanistan,37172386.0,63,228,237,0,5,0,4
2020-04-02,Afghanistan,37172386.0,36,257,273,5,10,2,6
2020-01-22,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-23,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-24,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-25,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-26,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-27,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-28,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-29,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-30,Albania,2866376.0,0,0,0,0,0,0,0
2020-01-31,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-01,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-02,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-03,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-04,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-05,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-06,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-07,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-08,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-09,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-10,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-11,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-12,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-13,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-14,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-15,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-16,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-17,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-18,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-19,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-20,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-21,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-22,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-23,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-24,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-25,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-26,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-27,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-28,Albania,2866376.0,0,0,0,0,0,0,0
2020-02-29,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-01,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-02,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-03,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-04,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-05,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-06,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-07,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-08,Albania,2866376.0,0,0,0,0,0,0,0
2020-03-09,Albania,2866376.0,2,2,2,0,0,0,0
2020-03-10,Albania,2866376.0,8,10,10,0,0,0,0
2020-03-11,Albania,2866376.0,2,11,12,0,0,1,1
2020-03-12,Albania,2866376.0,11,22,23,0,0,0,1
2020-03-13,Albania,2866376.0,10,32,33,0,0,0,1
2020-03-14,Albania,2866376.0,5,37,38,0,0,0,1
2020-03-15,Albania,2866376.0,4,41,42,0,0,0,1
2020-03-16,Albania,2866376.0,9,50,51,0,0,0,1
2020-03-17,Albania,2866376.0,4,54,55,0,0,0,1
2020-03-18,Albania,2866376.0,4,57,59,0,0,1,2
2020-03-19,Albania,2866376.0,5,62,64,0,0,0,2
2020-03-20,Albania,2866376.0,6,68,70,0,0,0,2
2020-03-21,Albania,2866376.0,6,72,76,2,2,0,2
2020-03-22,Albania,2866376.0,13,85,89,0,2,0,2
2020-03-23,Albania,2866376.0,15,98,104,0,2,2,4
2020-03-24,Albania,2866376.0,19,108,123,8,10,1,5
2020-03-25,Albania,2866376.0,23,124,146,7,17,0,5
2020-03-26,Albania,2866376.0,28,151,174,0,17,1,6
2020-03-27,Albania,2866376.0,12,147,186,14,31,2,8
2020-03-28,Albania,2866376.0,11,156,197,0,31,2,10
2020-03-29,Albania,2866376.0,15,169,212,2,33,0,10
2020-03-30,Albania,2866376.0,11,168,223,11,44,1,11
2020-03-31,Albania,2866376.0,20,176,243,8,52,4,15
2020-04-01,Albania,2866376.0,16,177,259,15,67,0,15
2020-04-02,Albania,2866376.0,18,185,277,9,76,1,16
2020-01-22,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-23,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-24,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-25,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-26,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-27,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-28,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-29,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-30,Algeria,42228429.0,0,0,0,0,0,0,0
2020-01-31,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-01,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-02,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-03,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-04,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-05,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-06,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-07,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-08,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-09,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-10,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-11,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-12,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-13,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-14,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-15,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-16,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-17,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-18,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-19,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-20,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-21,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-22,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-23,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-24,Algeria,42228429.0,0,0,0,0,0,0,0
2020-02-25,Algeria,42228429.0,1,1,1,0,0,0,0
2020-02-26,Algeria,42228429.0,0,1,1,0,0,0,0
2020-02-27,Algeria,42228429.0,0,1,1,0,0,0,0
2020-02-28,Algeria,42228429.0,0,1,1,0,0,0,0
2020-02-29,Algeria,42228429.0,0,1,1,0,0,0,0
2020-03-01,Algeria,42228429.0,0,1,1,0,0,0,0
2020-03-02,Algeria,42228429.0,2,3,3,0,0,0,0
2020-03-03,Algeria,42228429.0,2,5,5,0,0,0,0
2020-03-04,Algeria,42228429.0,7,12,12,0,0,0,0
2020-03-05,Algeria,42228429.0,0,12,12,0,0,0,0
2020-03-06,Algeria,42228429.0,5,17,17,0,0,0,0
2020-03-07,Algeria,42228429.0,0,17,17,0,0,0,0
2020-03-08,Algeria,42228429.0,2,19,19,0,0,0,0
2020-03-09,Algeria,42228429.0,1,20,20,0,0,0,0
2020-03-10,Algeria,42228429.0,0,20,20,0,0,0,0
2020-03-11,Algeria,42228429.0,0,20,20,0,0,0,0
2020-03-12,Algeria,42228429.0,4,15,24,8,8,1,1
2020-03-13,Algeria,42228429.0,2,16,26,0,8,1,2
2020-03-14,Algeria,42228429.0,11,22,37,4,12,1,3
2020-03-15,Algeria,42228429.0,11,32,48,0,12,1,4
2020-03-16,Algeria,42228429.0,6,38,54,0,12,0,4
2020-03-17,Algeria,42228429.0,6,44,60,0,12,0,4
2020-03-18,Algeria,42228429.0,14,55,74,0,12,3,7
2020-03-19,Algeria,42228429.0,13,46,87,20,32,2,9
2020-03-20,Algeria,42228429.0,3,47,90,0,32,2,11
2020-03-21,Algeria,42228429.0,49,92,139,0,32,4,15
2020-03-22,Algeria,42228429.0,62,119,201,33,65,2,17
2020-03-23,Algeria,42228429.0,29,148,230,0,65,0,17
2020-03-24,Algeria,42228429.0,34,221,264,-41,24,2,19
2020-03-25,Algeria,42228429.0,38,216,302,41,65,2,21
2020-03-26,Algeria,42228429.0,65,313,367,-36,29,4,25
2020-03-27,Algeria,42228429.0,42,354,409,0,29,1,26
2020-03-28,Algeria,42228429.0,45,394,454,2,31,3,29
2020-03-29,Algeria,42228429.0,57,449,511,0,31,2,31
2020-03-30,Algeria,42228429.0,73,512,584,6,37,4,35
2020-03-31,Algeria,42228429.0,132,626,716,9,46,9,44
2020-04-01,Algeria,42228429.0,131,728,847,15,61,14,58
2020-04-02,Algeria,42228429.0,139,839,986,0,61,28,86
2020-01-22,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-23,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-24,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-25,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-26,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-27,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-28,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-29,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-30,Andorra,77006.0,0,0,0,0,0,0,0
2020-01-31,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-01,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-02,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-03,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-04,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-05,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-06,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-07,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-08,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-09,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-10,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-11,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-12,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-13,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-14,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-15,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-16,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-17,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-18,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-19,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-20,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-21,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-22,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-23,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-24,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-25,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-26,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-27,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-28,Andorra,77006.0,0,0,0,0,0,0,0
2020-02-29,Andorra,77006.0,0,0,0,0,0,0,0
2020-03-01,Andorra,77006.0,0,0,0,0,0,0,0
2020-03-02,Andorra,77006.0,1,1,1,0,0,0,0
2020-03-03,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-04,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-05,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-06,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-07,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-08,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-09,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-10,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-11,Andorra,77006.0,0,1,1,0,0,0,0
2020-03-12,Andorra,77006.0,0,0,1,1,1,0,0
2020-03-13,Andorra,77006.0,0,1,1,-1,0,0,0
2020-03-14,Andorra,77006.0,0,0,1,1,1,0,0
2020-03-15,Andorra,77006.0,0,0,1,0,1,0,0
2020-03-16,Andorra,77006.0,1,1,2,0,1,0,0
2020-03-17,Andorra,77006.0,37,38,39,0,1,0,0
2020-03-18,Andorra,77006.0,0,38,39,0,1,0,0
2020-03-19,Andorra,77006.0,14,52,53,0,1,0,0
2020-03-20,Andorra,77006.0,22,74,75,0,1,0,0
2020-03-21,Andorra,77006.0,13,87,88,0,1,0,0
2020-03-22,Andorra,77006.0,25,111,113,0,1,1,1
2020-03-23,Andorra,77006.0,20,131,133,0,1,0,1
2020-03-24,Andorra,77006.0,31,162,164,0,1,0,1
2020-03-25,Andorra,77006.0,24,186,188,0,1,0,1
2020-03-26,Andorra,77006.0,36,220,224,0,1,2,3
2020-03-27,Andorra,77006.0,43,263,267,0,1,0,3
2020-03-28,Andorra,77006.0,41,304,308,0,1,0,3
2020-03-29,Andorra,77006.0,26,327,334,0,1,3,6
2020-03-30,Andorra,77006.0,36,352,370,9,10,2,8
2020-03-31,Andorra,77006.0,6,354,376,0,10,4,12
2020-04-01,Andorra,77006.0,14,366,390,0,10,2,14
2020-04-02,Andorra,77006.0,38,403,428,0,10,1,15
2020-01-22,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-23,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-24,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-25,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-26,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-27,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-28,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-29,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-30,Angola,30809762.0,0,0,0,0,0,0,0
2020-01-31,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-01,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-02,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-03,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-04,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-05,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-06,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-07,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-08,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-09,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-10,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-11,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-12,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-13,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-14,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-15,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-16,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-17,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-18,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-19,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-20,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-21,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-22,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-23,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-24,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-25,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-26,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-27,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-28,Angola,30809762.0,0,0,0,0,0,0,0
2020-02-29,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-01,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-02,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-03,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-04,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-05,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-06,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-07,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-08,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-09,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-10,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-11,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-12,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-13,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-14,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-15,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-16,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-17,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-18,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-19,Angola,30809762.0,0,0,0,0,0,0,0
2020-03-20,Angola,30809762.0,1,1,1,0,0,0,0
2020-03-21,Angola,30809762.0,1,2,2,0,0,0,0
2020-03-22,Angola,30809762.0,0,2,2,0,0,0,0
2020-03-23,Angola,30809762.0,1,3,3,0,0,0,0
2020-03-24,Angola,30809762.0,0,3,3,0,0,0,0
2020-03-25,Angola,30809762.0,0,3,3,0,0,0,0
2020-03-26,Angola,30809762.0,1,4,4,0,0,0,0
2020-03-27,Angola,30809762.0,0,4,4,0,0,0,0
2020-03-28,Angola,30809762.0,1,5,5,0,0,0,0
2020-03-29,Angola,30809762.0,2,5,7,0,0,2,2
2020-03-30,Angola,30809762.0,0,5,7,0,0,0,2
2020-03-31,Angola,30809762.0,0,4,7,1,1,0,2
2020-04-01,Angola,30809762.0,1,5,8,0,1,0,2
2020-04-02,Angola,30809762.0,0,5,8,0,1,0,2
2020-01-22,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-23,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-24,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-25,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-26,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-27,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-28,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-29,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-30,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-01-31,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-01,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-02,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-03,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-04,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-05,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-06,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-07,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-08,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-09,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-10,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-11,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-12,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-13,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-14,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-15,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-16,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-17,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-18,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-19,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-20,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-21,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-22,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-23,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-24,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-25,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-26,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-27,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-28,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-02-29,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-01,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-02,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-03,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-04,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-05,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-06,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-07,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-08,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-09,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-10,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-11,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-12,Antigua and Barbuda,96286.0,0,0,0,0,0,0,0
2020-03-13,Antigua and Barbuda,96286.0,1,1,1,0,0,0,0
2020-03-14,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-15,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-16,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-17,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-18,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-19,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-20,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-21,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-22,Antigua and Barbuda,96286.0,0,1,1,0,0,0,0
2020-03-23,Antigua and Barbuda,96286.0,2,3,3,0,0,0,0
2020-03-24,Antigua and Barbuda,96286.0,0,3,3,0,0,0,0
2020-03-25,Antigua and Barbuda,96286.0,0,3,3,0,0,0,0
2020-03-26,Antigua and Barbuda,96286.0,4,7,7,0,0,0,0
2020-03-27,Antigua and Barbuda,96286.0,0,7,7,0,0,0,0
